seqid	pos	likeratio	avg_coverage	sim_state	hmm_state
chr1	35159	0	2.18	0	0
chr1	35185	0	2.34	0	0
chr1	35251	0.35137117	2.2	0	0
chr1	35317	0.2279307	1.68	0	0
chr1	35415	1.15607847	1.92	0	0
chr1	35460	0.06143918	1.78	0	0
chr1	35536	0.13674057	1.88	0	0
chr1	35639	0	1.98	0	0
chr1	35692	0	1.9	0	0
chr1	35744	4.70747015	1.32	0	0
chr1	35788	0	2.44	0	0
chr1	35854	0	2.6	0	0
chr1	35873	0.10375402	1.72	0	0
chr1	35915	1.77108724	2.32	0	0
chr1	35956	0.09170358	1.72	0	0
chr1	35986	0	1.88	0	0
chr1	36055	1.21653591	2.06	0	0
chr1	36076	0	1.9	0	0
chr1	36144	0	1.3	0	0
chr1	36255	1e-08	1.94	0	0
chr1	36322	3.5e-07	2.08	0	0
chr1	36351	0	1.26	0	0
chr1	36405	0.57836167	2.3	0	0
chr1	36443	0.00166151	2.28	0	0
chr1	36469	0	2.06	0	0
chr1	36489	0	1.62	0	0
chr1	36516	2.02823024	1.68	0	0
chr1	36541	0.26053786	1.76	0	0
chr1	36572	1.4008443	1.7	0	0
chr1	36581	2.30803065	1.82	0	0
chr1	36630	0.14198526	2.4	0	0
chr1	36660	0	2.76	0	0
chr1	36688	1.54633822	2.76	0	0
chr1	36699	0	2.42	0	0
chr1	36763	0.00225301	1.74	0	0
chr1	36776	1e-08	1.8	0	0
chr1	36783	0	2.3	0	0
chr1	36896	1.77661463	2.06	0	0
chr1	36998	0	2.44	0	0
chr1	37003	0	1.36	0	0
chr1	37029	0.05902193	2.58	0	0
chr1	37082	0.32585515	1.9	0	0
chr1	37143	0	1.64	0	0
chr1	37151	0.29033466	1.28	0	0
chr1	37152	1.3151472	2.04	0	0
chr1	37157	4.93046376	2.84	0	0
chr1	37158	0.11484865	1.66	0	0
chr1	37219	0	2.32	0	0
chr1	37272	0	2.1	0	0
chr1	37279	0.00318716	2.42	0	0
chr1	37346	0	2.22	0	0
chr1	37386	0	1.96	0	0
chr1	37511	0	2.04	0	0
chr1	37524	0	1.96	0	0
chr1	37617	0	2.42	0	0
chr1	37672	0	1.9	0	0
chr1	37673	0	1.88	0	0
chr1	37767	4.06584043	3.38	1	1
chr1	37822	17.49231077	3.42	1	1
chr1	37931	9.15622999	2.12	1	1
chr1	37993	27.43976463	3.86	1	1
chr1	38003	2.02275815	4.64	1	1
chr1	38068	23.88181462	3.2	1	1
chr1	38078	8.6207879	6.04	1	1
chr1	38126	53.8621639	5.84	1	1
chr1	38257	3.56101703	5.58	1	1
chr1	38375	0.10057671	1.3	0	0
chr1	38449	1.35702719	2.1	0	0
chr1	38473	1.44983612	1.92	0	0
chr1	38512	0.60407956	2.16	0	0
chr1	38638	0	1.76	0	0
chr1	38642	0	2.82	0	0
chr1	38734	0.00356757	2	0	0
chr1	38755	0	1.52	0	0
chr1	38790	0.08094571	2.44	0	0
chr1	38794	0.71225395	1.58	0	0
chr1	38846	0.63533627	1.66	0	0
chr1	38879	0	1.46	0	0
chr1	38895	0.80089851	2.5	0	0
chr1	38904	0.16014514	1.6	0	0
chr1	39029	1.40485005	2.26	0	0
chr1	39046	0	2.06	0	0
chr1	39151	0	2.34	0	0
chr1	39201	1e-08	2.06	0	0
chr1	39349	0	2.34	0	0
chr1	39389	0	1.94	0	0
chr1	39428	0.35870928	2.1	0	0
chr1	39433	0	2.14	0	0
chr1	39449	0	2.36	0	0
chr1	39450	0	2	0	0
chr1	39470	0.02429133	1.8	0	0
chr1	39568	5.22639918	2.4	0	0
chr1	39641	0.18873728	1.6	0	0
chr1	39747	1.76672372	2.38	0	0
chr1	39814	0	1.74	0	0
chr1	39816	1.18038832	2.22	0	0
chr1	39855	0	2.14	0	0
chr1	39901	0.10879729	1.56	0	0
chr1	39989	0	2.04	0	0
chr1	39991	0	1.52	0	0
chr1	40018	0	1.64	0	0
chr1	40127	1.17678528	1.62	0	0
chr1	40263	0	1.7	0	0
chr1	40269	2.66894147	2.42	0	0
chr1	40283	0.02429133	1.8	0	0
chr1	40311	0	2.56	0	0
chr1	40328	0	2.5	0	0
chr1	40348	0.08625032	1.58	0	0
chr1	40425	2.25167226	2.58	0	0
chr1	40489	0	1.82	0	0
chr1	40723	0.02895533	2.46	0	0
chr1	40757	5.97145106	1.44	0	0
chr1	40771	0	2.42	0	0
chr1	40840	1.71319767	2.66	0	0
chr1	40888	0.01547517	1.66	0	0
chr1	41064	0.00267025	2.06	0	0
chr1	41071	0	1.82	0	0
chr1	41073	0	2.08	0	0
chr1	41205	0	2.2	0	0
chr1	41334	0	1.9	0	0
chr1	41426	0	1.44	0	0
chr1	41488	0	1.36	0	0
chr1	41609	0	2.38	0	0
chr1	41615	0	2.14	0	0
chr1	41656	4.51318017	2.14	0	0
chr1	41668	1.29864089	2.22	0	0
chr1	41931	0.04468549	1.48	0	0
chr1	41972	0.00682568	1.24	0	0
chr1	42094	0	2.04	0	0
chr1	42335	0.36502764	2.76	0	0
chr1	42349	0	1.52	0	0
chr1	42499	0	2.16	0	0
chr1	42725	0.00106694	2.08	0	0
chr1	42823	1e-08	2.02	0	0
chr1	42847	0	1.2	0	0
chr1	42861	0	0.96	0	0
chr1	42875	0.16744346	2.26	0	0
chr1	42891	0.2099917	1.86	0	0
chr1	42913	1.1070447	1.48	0	0
chr1	42991	2e-08	1.42	0	0
chr1	43032	1.37589283	1.94	0	0
chr1	43108	0.07598639	2.42	0	0
chr1	43156	0	1.62	0	0
chr1	43176	0	2.06	0	0
chr1	43272	0	1.98	0	0
chr1	43276	3e-08	2.28	0	0
chr1	43317	0	1.9	0	0
chr1	43442	0	2.06	0	0
chr1	43463	0	1.54	0	0
chr1	43530	0	1.88	0	0
chr1	43557	0	1.56	0	0
chr1	43586	0	2.18	0	0
chr1	43598	0	1.52	0	0
chr1	43641	0.59564301	2.18	0	0
chr1	43647	0.65975158	1.68	0	0
chr1	43742	0	2.14	0	0
chr1	43745	0	1.68	0	0
chr1	43807	0.10375402	1.72	0	0
chr1	43818	0.34128151	2.3	0	0
chr1	43832	0	2.42	0	0
chr1	43887	0.76651061	2.14	0	0
chr1	43904	0	2.7	0	0
chr1	43995	1.71319767	2.66	0	0
chr1	44054	0	2.58	0	0
chr1	44076	0.0193798	1.58	0	0
chr1	44153	0	2.44	0	0
chr1	44170	0	2.18	0	0
chr1	44203	0	1.64	0	0
chr1	44208	0	2.74	0	0
chr1	44238	0.0576722	2.36	0	0
chr1	44246	0.05362471	2.52	0	0
chr1	44248	0	1.68	0	0
chr1	44251	0.00458169	1.44	0	0
chr1	44277	0	1.54	0	0
chr1	44280	3.188e-05	1.76	0	0
chr1	44293	0	1.74	0	0
chr1	44322	0.77349286	2.32	0	0
chr1	44366	0.07990919	1.54	0	0
chr1	44445	0	2.94	0	0
chr1	44451	0	2.16	0	0
chr1	44452	0.01177348	1.44	0	0
chr1	44484	0	2.56	0	0
chr1	44487	0.06407672	1.82	0	0
chr1	44512	0	1.9	0	0
chr1	44552	0	2.14	0	0
chr1	44564	0	1.82	0	0
chr1	44597	0.69524569	1.5	0	0
chr1	44614	0	2.16	0	0
chr1	44736	0	1.96	0	0
chr1	44763	0	1.58	0	0
chr1	44792	1.18626596	1.9	0	0
chr1	44869	0	2.78	0	0
chr1	44978	0.07053303	1.78	0	0
chr1	45013	3.5e-07	2.08	0	0
chr1	45101	1.17623385	2.12	0	0
chr1	45221	0	1.82	0	0
chr1	45294	0	1.94	0	0
chr1	45303	0.04028408	2.44	0	0
chr1	45336	0.74646518	2.92	0	0
chr1	45350	0	1.98	0	0
chr1	45378	2.37325934	1.78	0	0
chr1	45401	0	2.6	0	0
chr1	45481	0	2.3	0	0
chr1	45664	0.51837596	1.82	0	0
chr1	45694	0	1.62	0	0
chr1	45732	0	2.26	0	0
chr1	45743	0	2.3	0	0
chr1	45757	2.45058024	1.66	0	0
chr1	45813	0.60160049	1.5	0	0
chr1	45880	0	2.16	0	0
chr1	45881	0	1.94	0	0
chr1	45920	2.76660471	1.46	0	0
chr1	45929	0.5207445	2.16	0	0
chr1	45959	0.03132276	2.28	0	0
chr1	45961	0.0576722	2.36	0	0
chr1	46023	0.14816151	2.2	0	0
chr1	46081	0	2.06	0	0
chr1	46092	0.18683713	2.2	0	0
chr1	46149	0.01300288	1.88	0	0
chr1	46237	2.1558916	1.98	0	0
chr1	46246	0	1.72	0	0
chr1	46281	0	1.92	0	0
chr1	46312	0	1.92	0	0
chr1	46336	0	1.98	0	0
chr1	46402	0.00148908	1.54	0	0
chr1	46529	2.20548031	1.96	0	0
chr1	46567	0	1.78	0	0
chr1	46643	0.14771511	1.92	0	0
chr1	46757	0.23324014	1.8	0	0
chr1	46767	0	2.24	0	0
chr1	46825	0	1.94	0	0
chr1	46918	0	1.94	0	0
chr1	46931	0.07590053	2.42	0	0
chr1	46946	0	1.72	0	0
chr1	46974	0.0845304	1.34	0	0
chr1	47061	1e-08	1.66	0	0
chr1	47162	0	1.18	0	0
chr1	47167	0	2.48	0	0
chr1	47596	0	2.18	0	0
chr1	47681	0	1.48	0	0
chr1	47718	0.17031159	2.4	0	0
chr1	47838	0	1.6	0	0
chr1	47922	0.73901702	1.84	0	0
chr1	47961	0	2.18	0	0
chr1	47969	0	2.04	0	0
chr1	48004	0.86324632	1.92	0	0
chr1	48036	0	1.92	0	0
chr1	48058	0	1.9	0	0
chr1	48079	0.96409006	1.54	0	0
chr1	48205	0	1.98	0	0
chr1	48228	0.07656798	1.48	0	0
chr1	48329	0	1.84	0	0
chr1	48391	0.0418372	2.48	0	0
chr1	48464	0.02199991	1.7	0	0
chr1	48516	0.87425648	2.36	0	0
chr1	48647	0	2.4	0	0
chr1	48652	1.27895697	1.5	0	0
chr1	48664	0.14399634	1.82	0	0
chr1	48693	0	2.28	0	0
chr1	48733	0	2.42	0	0
chr1	48792	0.42168748	1.84	0	0
chr1	48841	0.53980066	1.94	0	0
chr1	48905	0	1.74	0	0
chr1	49021	0	1.82	0	0
chr1	49026	2.08734026	1.86	0	0
chr1	49139	0.61307533	2	0	0
chr1	49147	0	1.86	0	0
chr1	49181	0.5854907	2.42	0	0
chr1	49200	0.16694385	1.64	0	0
chr1	49212	0.52192977	2.02	0	0
chr1	49258	0.01849429	2	0	0
chr1	49280	0	1.98	0	0
chr1	49291	1e-08	2.12	0	0
chr1	49297	0.29228275	1.74	0	0
chr1	49457	0	1.64	0	0
chr1	49544	0	1.9	0	0
chr1	49591	0.07325287	1.86	0	0
chr1	49616	0	1.5	0	0
chr1	49674	0.37606174	1.98	0	0
chr1	49682	0	2.7	0	0
chr1	49693	0.05180393	2.08	0	0
chr1	49706	0	2.16	0	0
chr1	49730	0	2.26	0	0
chr1	49765	0	2.12	0	0
chr1	49775	0	2.04	0	0
chr1	49809	0	2.38	0	0
chr1	49823	0.16291665	1.3	0	0
chr1	49845	0	2.66	0	0
chr1	49910	0.00396706	2.2	0	0
chr1	49978	1.00974867	2.56	0	0
chr1	50024	0	2.26	0	0
chr1	50163	0	1.92	0	0
chr1	50292	0.69255468	1.58	0	0
chr1	50406	0	1.26	0	0
chr1	50442	0	1.82	0	0
chr1	50463	0	1.86	0	0
chr1	50508	0	2.06	0	0
chr1	50524	0	1.92	0	0
chr1	50537	2.04311461	2.04	0	0
chr1	50559	0	2.28	0	0
chr1	50567	0	2.34	0	0
chr1	50611	0.16291665	1.3	0	0
chr1	50662	0	2.16	0	0
chr1	50670	0.05581481	1.64	0	0
chr1	50705	0.1016396	1.98	0	0
chr1	50722	0.04914838	2.04	0	0
chr1	50753	0	2.08	0	0
chr1	50755	0.28014292	2.86	0	0
chr1	50768	1.336e-05	1.96	0	0
chr1	50774	0.00437122	2.3	0	0
chr1	50784	1.43641285	2.16	0	0
chr1	50826	0.36070644	1.96	0	0
chr1	50929	0	1.48	0	0
chr1	51021	0.37573795	1.94	0	0
chr1	51025	4.32530471	1.88	0	0
chr1	51065	0.00911083	2.42	0	0
chr1	51105	0	1.96	0	0
chr1	51167	0	0.9	0	0
chr1	51289	0.57634517	2.36	0	0
chr1	51317	0.00018867	1.76	0	0
chr1	51341	1.43859551	2.38	0	0
chr1	51346	0	1.56	0	0
chr1	51437	2.30645512	2.18	0	0
chr1	51491	0.49790142	1.78	0	0
chr1	51541	0	1.98	0	0
chr1	51636	1.43308465	2.1	0	0
chr1	51688	0.55823009	2.56	0	0
chr1	51718	0.07879512	2.14	0	0
chr1	51742	2.23711726	2.14	0	0
chr1	51798	0	2.34	0	0
chr1	51839	0.00071732	2.08	0	0
chr1	51941	0.00726961	1.6	0	0
chr1	52020	0	2.42	0	0
chr1	52114	0.47852067	2.06	0	0
chr1	52125	0	2.18	0	0
chr1	52136	0.12915405	1.76	0	0
chr1	52137	0	1.62	0	0
chr1	52180	0	1.48	0	0
chr1	52448	0.02706691	2.4	0	0
chr1	52460	0	2.66	0	0
chr1	52568	0.26574663	1.46	0	0
chr1	52650	0.13497588	1.98	0	0
chr1	52818	0.01940667	1.68	0	0
chr1	52864	3.24020834	1.84	0	0
chr1	52938	0	2.48	0	0
chr1	52974	0	1.64	0	0
chr1	52987	1.64737965	2.04	0	0
chr1	53061	0.36691566	1.78	0	0
chr1	53066	0	2	0	0
chr1	53071	0.22354239	1.8	0	0
chr1	53077	0	2.1	0	0
chr1	53102	0	2.38	0	0
chr1	53130	1.17623385	2.12	0	0
chr1	53131	0.49520268	2.24	0	0
chr1	53296	0.09915781	1.82	0	0
chr1	53316	1e-08	2.84	0	0
chr1	53326	0	2.04	0	0
chr1	53340	6.49634433	1.66	0	0
chr1	53389	0	2.38	0	0
chr1	53435	0.04478389	1.96	0	0
chr1	53477	0.47461077	2.42	0	0
chr1	53564	0	1.7	0	0
chr1	53577	0	2.26	0	0
chr1	53608	1.44983612	1.92	0	0
chr1	53610	0	1.66	0	0
chr1	53628	0.09839872	1.2	0	0
chr1	53674	2.19071995	1.66	0	0
chr1	53718	0	2.42	0	0
chr1	53776	0.81500913	1.94	0	0
chr1	53805	0	2.6	0	0
chr1	53818	0	1.88	0	0
chr1	53963	0.50611869	2.1	0	0
chr1	53967	6.64987949	2.26	0	0
chr1	54020	2.49134524	1.64	0	0
chr1	54046	2.93492771	2.28	0	0
chr1	54069	0.05902193	2.58	0	0
chr1	54116	1.1023593	2.22	0	0
chr1	54132	0	1.7	0	0
chr1	54134	0	2.42	0	0
chr1	54235	0.06971377	2.16	0	0
chr1	54265	0.26053786	1.76	0	0
chr1	54286	1.80770269	2.06	0	0
chr1	54316	6.05038684	2	0	0
chr1	54329	0	1.64	0	0
chr1	54354	0	1.62	0	0
chr1	54444	0.00032384	1.82	0	0
chr1	54466	0	0.96	0	0
chr1	54496	0	2.34	0	0
chr1	54498	0.16487719	1.62	0	0
chr1	54522	0.08792522	2.16	0	0
chr1	54560	0.30852678	1.96	0	0
chr1	54578	0.33309669	1.34	0	0
chr1	54581	0.54129088	1.74	0	0
chr1	54592	0	2.2	0	0
chr1	54688	0	2.16	0	0
chr1	54768	4.67469825	1.8	0	0
chr1	54782	0	2.58	0	0
chr1	54826	0	1.88	0	0
chr1	54916	0.00782229	1.12	0	0
chr1	54938	0.63167842	1.98	0	0
chr1	54994	0.28088231	2.28	0	0
chr1	55068	0	1.84	0	0
chr1	55126	0.5044531	2.22	0	0
chr1	55145	2.79641777	2.34	0	0
chr1	55186	2.90894142	2.1	0	0
chr1	55202	0.22111128	1.78	0	0
chr1	55223	0	2.2	0	0
chr1	55224	0.35050108	2.14	0	0
chr1	55283	0	2.58	0	0
chr1	55333	0	2.12	0	0
chr1	55365	1.77018269	1.94	0	0
chr1	55400	0.13674057	1.88	0	0
chr1	55549	0	2.04	0	0
chr1	55662	1e-08	2.06	0	0
chr1	55692	0	1.48	0	0
chr1	55760	0.00327851	1.86	0	0
chr1	55773	0	2.36	0	0
chr1	55798	0.00040159	2	0	0
chr1	55813	0.62789005	2.5	0	0
chr1	55888	0.12915405	1.76	0	0
chr1	55924	0.98913536	2.36	0	0
chr1	55940	0	1.3	0	0
chr1	55962	0.95639846	1.82	0	0
chr1	56018	0.00280418	1.82	0	0
chr1	56033	0	2.14	0	0
chr1	56166	1e-08	2.02	0	0
chr1	56212	0	2.04	0	0
chr1	56290	0	1.72	0	0
chr1	56352	1.17597463	2.18	0	0
chr1	56406	0.16860706	1.6	0	0
chr1	56425	1e-08	1.46	0	0
chr1	56477	0.46760434	2.2	0	0
chr1	56486	1e-08	1.74	0	0
chr1	56590	2.23093107	1.5	0	0
chr1	56619	0.00976861	1.8	0	0
chr1	56658	0	2.04	0	0
chr1	56674	0.00257811	1.68	0	0
chr1	56711	0	1.94	0	0
chr1	56721	0.97091043	1.84	0	0
chr1	56794	0	1.72	0	0
chr1	56796	0.04778841	1.62	0	0
chr1	56858	2.54759819	1.68	0	0
chr1	56912	0.09294334	1.68	0	0
chr1	56931	0	2.4	0	0
chr1	56964	0	2.14	0	0
chr1	57241	0.03854306	2.02	0	0
chr1	57254	1.46936703	1.8	0	0
chr1	57284	0.67666649	2.58	0	0
chr1	57337	0	1.52	0	0
chr1	57362	0	1.74	0	0
chr1	57408	1.01434487	1.28	0	0
chr1	57460	0	2.06	0	0
chr1	57463	0	2.08	0	0
chr1	57493	0.00283375	2.16	0	0
chr1	57507	0.40446502	2.14	0	0
chr1	57522	1.60268273	1.2	0	0
chr1	57611	2.105093	1.96	0	0
chr1	57645	1e-08	2.02	0	0
chr1	57718	0	1.68	0	0
chr1	57785	0.01061964	2.52	0	0
chr1	57935	0.13796834	2.22	0	0
chr1	57949	0.58552723	1.84	0	0
chr1	57975	0.25332604	1.94	0	0
chr1	58036	0	2.14	0	0
chr1	58071	0	2.08	0	0
chr1	58115	0	2.5	0	0
chr1	58178	0	1.68	0	0
chr1	58207	0	2.22	0	0
chr1	58318	0.80089851	2.5	0	0
chr1	58323	0.21139465	2.4	0	0
chr1	58400	0	1.54	0	0
chr1	58735	0	1.94	0	0
chr1	58811	0	1.64	0	0
chr1	58812	0	1.64	0	0
chr1	58853	0	1.64	0	0
chr1	58937	0	2.18	0	0
chr1	58947	0	1.68	0	0
chr1	58960	0	1.84	0	0
chr1	58995	0.51007699	2.56	0	0
chr1	59069	0	1.92	0	0
chr1	59139	0	2.06	0	0
chr1	59271	0	2.4	0	0
chr1	59287	0.11196716	2.02	0	0
chr1	59377	0.21544587	1.48	0	0
chr1	59455	0	1.74	0	0
chr1	59500	0	1.06	0	0
chr1	59516	0	1.58	0	0
chr1	59535	0	1.1	0	0
chr1	59552	0	1.56	0	0
chr1	59595	0	1.78	0	0
chr1	59616	0.22055785	1.12	0	0
chr1	59717	0.55950466	1.62	0	0
chr1	59796	1.38138218	1.66	0	0
chr1	59825	1.71145501	2.52	0	0
chr1	59828	0.57634517	2.36	0	0
chr1	59897	2.79604471	2.64	0	0
chr1	59921	0	2.26	0	0
chr1	60059	0.10633163	1.8	0	0
chr1	60166	0.03315467	1.94	0	0
chr1	60262	0	1.84	0	0
chr1	60334	1e-08	1.5	0	0
chr1	60336	2.04311461	2.04	0	0
chr1	60386	0	1.82	0	0
chr1	60415	0.10879729	1.56	0	0
chr1	60418	0.83656079	1.78	0	0
chr1	60428	0.30144461	1.7	0	0
chr1	60467	0.00093621	1.92	0	0
chr1	60489	0	1.96	0	0
chr1	60665	0	2.16	0	0
chr1	60685	5.91935199	2.12	0	0
chr1	60715	3.01540888	1.32	0	0
chr1	60776	0.28122108	2.2	0	0
chr1	60789	0.10955014	1.48	0	0
chr1	60817	5.01827473	1.86	0	0
chr1	60836	0	2.02	0	0
chr1	60849	0.26599744	1.1	0	0
chr1	60874	2.0345643	1.54	0	0
chr1	60888	1.26705425	1.68	0	0
chr1	60894	0.14342769	2.16	0	0
chr1	60974	0.77142299	2.24	0	0
chr1	61009	0	2.2	0	0
chr1	61050	0.03004649	2.22	0	0
chr1	61168	0	2.52	0	0
chr1	61195	0	2.4	0	0
chr1	61210	0.00031446	1.62	0	0
chr1	61273	0	2.02	0	0
chr1	61306	0.07366485	2.22	0	0
chr1	61314	0.64766916	1.94	0	0
chr1	61347	0	1.78	0	0
chr1	61446	0.01060752	1.7	0	0
chr1	61494	0.11189567	2.06	0	0
chr1	61501	0	2.54	0	0
chr1	61507	0	2.1	0	0
chr1	61650	0	1.68	0	0
chr1	61676	0	2.36	0	0
chr1	61731	0	2.1	0	0
chr1	61736	0	1.6	0	0
chr1	61749	0	2.1	0	0
chr1	61767	0	2.1	0	0
chr1	61813	0	1.66	0	0
chr1	61861	0	1.54	0	0
chr1	61914	1.97294055	1.36	0	0
chr1	61932	0	1.18	0	0
chr1	61934	0	2.04	0	0
chr1	61982	0.29748536	1.88	0	0
chr1	62103	0	1.76	0	0
chr1	62127	0	1.84	0	0
chr1	62133	3.392e-05	1.74	0	0
chr1	62137	0.1324282	2.06	0	0
chr1	62332	0	1	0	0
chr1	62335	0.00560153	1.46	0	0
chr1	62353	1.68578407	2.14	0	0
chr1	62390	0.01393669	1.82	0	0
chr1	62420	0.05804577	1.72	0	0
chr1	62529	0	2.18	0	0
chr1	62530	1.72578238	1.54	0	0
chr1	62532	1.97024172	1.68	0	0
chr1	62556	0.02219474	1.76	0	0
chr1	62560	0	1.58	0	0
chr1	62613	0	1.98	0	0
chr1	62665	0	2.32	0	0
chr1	62712	0.82906019	2.1	0	0
chr1	62723	0.16368587	1.64	0	0
chr1	62789	0	2.02	0	0
chr1	62812	0	1.74	0	0
chr1	62893	0	1.8	0	0
chr1	62916	0	2.82	0	0
chr1	62917	1.23532434	1.76	0	0
chr1	62919	0.04938799	1.9	0	0
chr1	62998	3.32881598	2.18	0	0
chr1	63220	0.00146902	2.26	0	0
chr1	63278	0	2.26	0	0
chr1	63303	0	2.06	0	0
chr1	63318	0.06805524	1.6	0	0
chr1	63368	0.00027405	2	0	0
chr1	63462	0	1.96	0	0
chr1	63483	0.03678447	1.3	0	0
chr1	63608	1.13948169	1.82	0	0
chr1	63632	0.41329886	2.12	0	0
chr1	63668	0	1.9	0	0
chr1	63822	2.5157442	2.48	0	0
chr1	63839	0.48517068	2.78	0	0
chr1	63855	1e-08	1.46	0	0
chr1	63889	0.54772158	1.5	0	0
chr1	63921	1.43308465	2.1	0	0
chr1	63930	0.20603819	1.66	0	0
chr1	63995	0.01510024	2.26	0	0
chr1	64010	0	1.92	0	0
chr1	64014	0	2.54	0	0
chr1	64040	0	2.34	0	0
chr1	64043	0	2.16	0	0
chr1	64057	2.96249515	1.42	0	0
chr1	64072	0	2.58	0	0
chr1	64200	0	1.58	0	0
chr1	64317	1.13222804	2.16	0	0
chr1	64319	0.11196716	2.02	0	0
chr1	64548	0.01507982	2.22	0	0
chr1	64724	3.80787787	2.3	0	0
chr1	64726	0.0352402	2.44	0	0
chr1	64728	0	2	0	0
chr1	64787	0.00627498	1.98	0	0
chr1	64793	0	1.86	0	0
chr1	64798	0.28626253	2.5	0	0
chr1	64846	0	1.86	0	0
chr1	64853	0	2.46	0	0
chr1	64919	0	1.86	0	0
chr1	64945	1.38820704	1.7	0	0
chr1	64967	0	2.1	0	0
chr1	65014	1e-08	2.76	0	0
chr1	65018	0.59264455	1.9	0	0
chr1	65103	0.24320775	2.22	0	0
chr1	65186	0	2.18	0	0
chr1	65302	1.41131067	2.22	0	0
chr1	65305	0.0143878	2.12	0	0
chr1	65361	0	1.74	0	0
chr1	65379	0	1.68	0	0
chr1	65387	0.40423951	1.32	0	0
chr1	65405	0.04106324	1.92	0	0
chr1	65408	0.57991308	1.78	0	0
chr1	65561	6.35430447	1.52	0	0
chr1	65590	0.66708437	2.42	0	0
chr1	65616	0.69117334	2.06	0	0
chr1	65781	0	2.82	0	0
chr1	65813	0	1.78	0	0
chr1	65820	0.13068763	2.34	0	0
chr1	65845	2.76660471	1.46	0	0
chr1	65852	0	1.62	0	0
chr1	65911	0	1.9	0	0
chr1	65974	0	2.36	0	0
chr1	66015	0	2.24	0	0
chr1	66067	4.3489859	1.76	0	0
chr1	66078	0.01510616	1.98	0	0
chr1	66105	0.14771511	1.92	0	0
chr1	66229	0	1.8	0	0
chr1	66231	2.45058024	1.66	0	0
chr1	66242	0.55405877	1.28	0	0
chr1	66291	0	1.62	0	0
chr1	66296	0	1.78	0	0
chr1	66402	5.78691252	2.1	0	0
chr1	66424	1e-08	2.52	0	0
chr1	66435	0.43638195	1.74	0	0
chr1	66486	0.19793572	2.08	0	0
chr1	66560	1e-08	2.14	0	0
chr1	66746	4.51318017	2.14	0	0
chr1	66790	0	1.9	0	0
chr1	66816	0.02533363	2.18	0	0
chr1	66857	3.22004982	1.98	0	0
chr1	67021	0	1.38	0	0
chr1	67070	2.18119752	2.04	0	0
chr1	67093	0	2.2	0	0
chr1	67113	0.04143193	1.92	0	0
chr1	67124	0	2.16	0	0
chr1	67171	0.68079202	2.16	0	0
chr1	67223	0	2.2	0	0
chr1	67224	0	1.18	0	0
chr1	67241	0	2.34	0	0
chr1	67307	3.87105346	2.34	0	0
chr1	67375	1.07501925	2.06	0	0
chr1	67414	1.25633599	1.82	0	0
chr1	67432	2.02521986	1.92	0	0
chr1	67462	0	2.22	0	0
chr1	67496	0.00041859	1.82	0	0
chr1	67501	0	1.92	0	0
chr1	67620	0.00533531	1.58	0	0
chr1	67659	0	2.04	0	0
chr1	67669	1e-08	2.3	0	0
chr1	67677	1.88457041	2.36	0	0
chr1	67723	0	1.86	0	0
chr1	67733	0	1.96	0	0
chr1	67735	0	1.44	0	0
chr1	67977	0	2.68	0	0
chr1	68064	1.61849165	1.68	0	0
chr1	68069	0.07920586	2.08	0	0
chr1	68070	1.24280054	2	0	0
chr1	68313	0	2.18	0	0
chr1	68348	0	2.64	0	0
chr1	68353	0	1.94	0	0
chr1	68408	0.12704192	2.16	0	0
chr1	68413	0	1.78	0	0
chr1	68577	0	1.68	0	0
chr1	68637	0.00055365	1.84	0	0
chr1	68647	0.55929166	0.82	0	0
chr1	68885	3.75593426	2.1	0	0
chr1	69024	3.75974388	2	0	0
chr1	69094	0	1.5	0	0
chr1	69113	0.01849429	2	0	0
chr1	69187	0	2.22	0	0
chr1	69194	0.5609851	1.9	0	0
chr1	69300	1.2819765	1.84	0	0
chr1	69344	0	2.36	0	0
chr1	69505	0.29828411	2.22	0	0
chr1	69640	0.02051797	1.86	0	0
chr1	69713	1.30496566	2.7	0	0
chr1	69739	0	2.28	0	0
chr1	69796	1e-08	1.46	0	0
chr1	69806	0	2.64	0	0
chr1	69873	1.41131067	2.22	0	0
chr1	69929	0	2.32	0	0
chr1	69948	0.55929166	0.82	0	0
chr1	69984	1.76605523	1.84	0	0
chr1	70049	0	2.02	0	0
chr1	70117	0	1.72	0	0
chr1	70303	0.00128616	2.14	0	0
chr1	70416	2.93492771	2.28	0	0
chr1	70418	0	2.54	0	0
chr1	70426	5.11230999	1.86	0	0
chr1	70561	0	2.66	0	0
chr1	70568	0	1.6	0	0
chr1	70624	0.43109843	1.88	0	0
chr1	70689	0	2.14	0	0
chr1	70704	0	2.18	0	0
chr1	70846	0	2.5	0	0
chr1	70877	0.09038692	1.88	0	0
chr1	70910	0	1.54	0	0
chr1	70925	0	2.32	0	0
chr1	70985	0	2.04	0	0
chr1	71047	0.58674093	1.4	0	0
chr1	71084	0	1.9	0	0
chr1	71086	0	1.82	0	0
chr1	71091	1.67143582	1.48	0	0
chr1	71141	0	1.58	0	0
chr1	71162	0	1.82	0	0
chr1	71211	0	2.72	0	0
chr1	71360	1e-08	1.46	0	0
chr1	71368	0	1.84	0	0
chr1	71487	0.00014933	1.4	0	0
chr1	71509	0	2.06	0	0
chr1	71535	2.07615236	1.84	0	0
chr1	71537	0	1.62	0	0
chr1	71583	0	2.58	0	0
chr1	71598	0.07816006	2.8	0	0
