seqid	pos	state
chr1	76319	0
chr1	76331	0
chr1	76685	0
chr1	76713	0
chr1	76786	0
chr1	76790	0
chr1	76810	0
chr1	76878	0
chr1	76881	0
chr1	76908	0
chr1	76939	0
chr1	76979	0
chr1	76989	0
chr1	77004	0
chr1	77023	0
chr1	77079	0
chr1	77180	0
chr1	77286	0
chr1	77294	0
chr1	77356	0
chr1	77359	0
chr1	77369	0
chr1	77407	0
chr1	77426	0
chr1	77591	0
chr1	77611	0
chr1	77614	0
chr1	77708	0
chr1	77745	0
chr1	77765	0
chr1	77820	0
chr1	77950	0
chr1	77967	0
chr1	77990	0
chr1	78044	0
chr1	78099	0
chr1	78214	0
chr1	78231	0
chr1	78410	0
chr1	78416	0
chr1	78535	0
chr1	78549	0
chr1	78583	0
chr1	78596	0
chr1	78634	0
chr1	78796	0
chr1	78815	0
chr1	78820	0
chr1	78848	0
chr1	78871	0
chr1	78949	0
chr1	79092	0
chr1	79118	0
chr1	79135	0
chr1	79211	0
chr1	79243	0
chr1	79259	0
chr1	79408	0
chr1	79562	0
chr1	79573	0
chr1	79723	0
chr1	79765	0
chr1	79858	0
chr1	79867	0
chr1	79954	0
chr1	79963	0
chr1	79966	0
chr1	79976	0
chr1	80001	0
chr1	80012	0
chr1	80092	0
chr1	80118	0
chr1	80150	0
chr1	80430	0
chr1	80447	0
chr1	80498	0
chr1	80522	0
chr1	80554	0
chr1	80671	0
chr1	80690	0
chr1	80704	0
chr1	80765	0
chr1	80802	0
chr1	80867	0
chr1	80889	0
chr1	80973	0
chr1	81066	0
chr1	81092	0
chr1	81151	0
chr1	81188	0
chr1	81245	0
chr1	81296	0
chr1	81320	0
chr1	81373	0
chr1	81387	0
chr1	81439	0
chr1	81504	0
chr1	81760	0
chr1	82159	0
chr1	82176	0
chr1	82226	0
chr1	82324	0
chr1	82447	0
chr1	82448	0
chr1	82452	0
chr1	82503	0
chr1	82577	0
chr1	82580	0
chr1	82607	0
chr1	82608	0
chr1	82629	0
chr1	82718	0
chr1	82756	0
chr1	82771	0
chr1	82965	0
chr1	82974	0
chr1	82984	0
chr1	83004	0
chr1	83035	0
chr1	83060	0
chr1	83083	0
chr1	83238	0
chr1	83309	0
chr1	83356	0
chr1	83433	0
chr1	83452	0
chr1	83499	0
chr1	83556	0
chr1	83581	0
chr1	83615	0
chr1	83623	0
chr1	83661	0
chr1	83714	0
chr1	83757	0
chr1	83791	0
chr1	83792	0
chr1	83869	0
chr1	83870	0
chr1	83903	0
chr1	84141	0
chr1	84224	0
chr1	84278	0
chr1	84311	0
chr1	84355	0
chr1	84382	0
chr1	84605	0
chr1	84671	0
chr1	84763	0
chr1	84790	0
chr1	84827	0
chr1	84942	0
chr1	84969	0
chr1	84982	0
chr1	85081	0
chr1	85098	0
chr1	85111	0
chr1	85158	0
chr1	85219	0
chr1	85254	0
chr1	85339	0
chr1	85396	0
chr1	85425	0
chr1	85442	0
chr1	85527	0
chr1	85531	0
chr1	85553	0
chr1	85558	0
chr1	85562	0
chr1	85574	0
chr1	85619	0
chr1	85665	0
chr1	85685	0
chr1	85719	0
chr1	85780	0
chr1	85813	0
chr1	85879	0
chr1	85970	0
chr1	86002	0
chr1	86019	0
chr1	86057	0
chr1	86094	0
chr1	86180	0
chr1	86313	0
chr1	86382	0
chr1	86394	0
chr1	86667	0
chr1	86762	0
chr1	86866	0
chr1	86943	1
chr1	87025	1
chr1	87065	1
chr1	87110	1
chr1	87178	1
chr1	87303	1
chr1	87306	1
chr1	87344	1
chr1	87432	1
chr1	87476	1
chr1	87489	1
chr1	87495	1
chr1	87568	1
chr1	87739	0
chr1	87792	0
chr1	87800	0
chr1	87803	0
chr1	87835	0
chr1	87970	0
chr1	87991	0
chr1	88076	0
chr1	88222	0
chr1	88226	0
chr1	88280	0
chr1	88315	0
chr1	88323	0
chr1	88329	0
chr1	88358	0
chr1	88360	0
chr1	88445	0
chr1	88456	0
chr1	88574	0
chr1	88600	0
chr1	88641	0
chr1	88713	0
chr1	88780	0
chr1	88823	0
chr1	88939	0
chr1	88967	0
chr1	89002	0
chr1	89190	0
chr1	89225	0
chr1	89259	0
chr1	89262	0
chr1	89263	0
chr1	89305	0
chr1	89322	0
chr1	89393	0
chr1	89496	0
chr1	89611	0
chr1	89637	0
chr1	89863	0
chr1	89968	0
chr1	89969	0
chr1	90036	0
chr1	90150	0
chr1	90268	0
chr1	90310	0
chr1	90435	0
chr1	90440	0
chr1	90443	0
chr1	90468	0
chr1	90517	0
chr1	90529	0
chr1	90589	0
chr1	90681	0
chr1	90735	0
chr1	90742	0
chr1	90747	0
chr1	90769	0
chr1	90833	0
chr1	90862	0
chr1	90944	0
chr1	91121	0
chr1	91146	0
chr1	91258	0
chr1	91266	0
chr1	91369	0
chr1	91386	0
chr1	91559	0
chr1	91617	0
chr1	91649	0
chr1	91719	0
chr1	91763	0
chr1	91816	0
chr1	91854	0
chr1	91864	0
chr1	91878	0
chr1	92001	0
chr1	92217	0
chr1	92229	0
chr1	92262	0
chr1	92296	0
chr1	92308	0
chr1	92310	0
chr1	92324	0
chr1	92354	0
chr1	92357	0
chr1	92372	0
chr1	92385	0
chr1	92387	0
chr1	92400	0
chr1	92471	0
chr1	92502	0
chr1	92587	0
chr1	92641	0
chr1	92664	0
chr1	92734	0
chr1	92782	0
chr1	92842	1
chr1	92912	1
chr1	92960	1
chr1	92962	1
chr1	93049	1
chr1	93079	1
chr1	93283	0
chr1	93447	0
chr1	93470	0
chr1	93472	0
chr1	93550	0
chr1	93558	0
chr1	93574	0
chr1	93643	0
chr1	93694	0
chr1	93888	0
chr1	94100	0
chr1	94143	0
chr1	94193	0
chr1	94200	0
chr1	94315	0
chr1	94333	0
chr1	94337	0
chr1	94357	0
chr1	94373	0
chr1	94383	0
chr1	94425	0
chr1	94550	0
chr1	94585	0
chr1	94595	0
chr1	94662	0
chr1	94663	0
chr1	94713	0
chr1	94771	0
chr1	94776	0
chr1	94805	0
chr1	94828	0
chr1	94830	0
chr1	95030	0
chr1	95089	0
chr1	95183	0
chr1	95205	0
chr1	95208	0
chr1	95360	0
chr1	95376	0
chr1	95406	0
chr1	95478	0
chr1	95576	0
chr1	95608	0
chr1	95812	0
chr1	95864	0
chr1	95928	0
chr1	95952	0
chr1	95966	0
chr1	96072	0
chr1	96090	0
chr1	96151	0
chr1	96208	0
chr1	96290	0
chr1	96312	0
chr1	96357	0
chr1	96359	0
chr1	96396	0
chr1	96514	0
chr1	96700	0
chr1	96735	0
chr1	96744	0
chr1	96905	0
chr1	97022	0
chr1	97133	0
chr1	97258	0
chr1	97329	0
chr1	97357	0
chr1	97427	0
chr1	97507	0
chr1	97607	0
chr1	97670	0
chr1	97720	0
chr1	97722	0
chr1	97778	0
chr1	97784	0
chr1	97826	0
chr1	97837	0
chr1	97846	0
chr1	97873	0
chr1	97875	0
chr1	97973	0
chr1	97983	0
chr1	97991	0
chr1	98129	0
chr1	98219	0
chr1	98367	0
chr1	98411	0
chr1	98422	0
chr1	98512	0
chr1	98738	0
chr1	98777	0
chr1	98840	0
chr1	98953	0
chr1	99002	0
chr1	99063	0
chr1	99122	0
chr1	99194	0
chr1	99281	0
chr1	99301	0
chr1	99377	0
chr1	99389	0
chr1	99474	0
chr1	99531	0
chr1	99535	0
chr1	99693	0
chr1	99695	0
chr1	99700	0
chr1	99705	0
chr1	99778	0
chr1	99801	0
chr1	99826	0
chr1	100019	0
chr1	100076	0
chr1	100098	0
chr1	100153	0
chr1	100308	0
chr1	100343	0
chr1	100354	0
chr1	100362	0
chr1	100419	0
chr1	100450	0
chr1	100452	0
chr1	100454	0
chr1	100472	0
chr1	100540	0
chr1	100712	0
chr1	100731	0
chr1	100775	0
chr1	100864	0
chr1	100901	0
chr1	100926	0
chr1	100955	0
chr1	101026	0
chr1	101059	0
chr1	101131	0
chr1	101173	0
chr1	101245	0
chr1	101246	0
chr1	101312	0
chr1	101379	0
chr1	101569	0
chr1	101572	0
chr1	101581	0
chr1	101615	0
chr1	101619	0
chr1	101630	0
chr1	101779	0
chr1	101821	0
chr1	101872	0
chr1	101942	0
chr1	102019	0
chr1	102177	0
chr1	102186	0
chr1	102290	0
chr1	102330	0
chr1	102345	0
chr1	102365	0
chr1	102441	0
chr1	102533	0
chr1	102605	0
chr1	102608	0
chr1	102699	0
chr1	102712	0
chr1	102745	0
chr1	102750	0
chr1	102756	0
chr1	102853	0
chr1	102861	0
chr1	102869	0
chr1	102895	0
chr1	102923	0
chr1	102985	0
chr1	103085	0
chr1	103122	0
chr1	103167	0
chr1	103181	0
chr1	103199	0
chr1	103275	0
chr1	103309	0
chr1	103397	0
chr1	103509	0
chr1	103569	0
chr1	103633	0
chr1	103670	0
chr1	103750	0
chr1	103797	0
chr1	103829	0
chr1	103856	0
chr1	104046	0
chr1	104084	0
chr1	104125	0
chr1	104243	0
chr1	104300	0
chr1	104367	0
chr1	104443	0
chr1	104560	0
chr1	104583	0
chr1	104607	0
chr1	104656	0
chr1	104732	0
chr1	104831	0
chr1	104897	0
chr1	104899	0
chr1	104930	0
chr1	104944	0
chr1	104963	0
chr1	104974	0
chr1	105068	0
chr1	105159	0
chr1	105195	0
chr1	105197	0
chr1	105251	0
chr1	105276	0
chr1	105351	0
chr1	105382	0
chr1	105411	0
chr1	105459	0
chr1	105509	0
chr1	105548	0
chr1	105590	0
chr1	105597	0
chr1	105676	0
chr1	105756	0
chr1	105764	0
chr1	105958	0
chr1	106012	0
chr1	106053	0
chr1	106081	0
chr1	106103	0
chr1	106108	0
chr1	106129	0
chr1	106257	0
chr1	106286	0
chr1	106347	0
chr1	106354	0
chr1	106360	0
chr1	106618	0
chr1	106632	0
chr1	106696	0
chr1	106756	0
chr1	106789	0
chr1	106857	0
chr1	106899	0
chr1	106923	0
chr1	107015	0
chr1	107063	0
chr1	107078	0
chr1	107125	0
chr1	107134	0
chr1	107285	0
chr1	107367	0
chr1	107530	0
chr1	107534	0
chr1	107568	0
chr1	107613	0
chr1	107667	0
chr1	107681	0
chr1	107713	0
chr1	107756	0
chr1	107786	0
chr1	107808	0
chr1	107829	0
chr1	107872	0
chr1	107934	0
chr1	107953	0
chr1	108051	0
chr1	108080	0
chr1	108107	0
chr1	108170	0
chr1	108178	1
chr1	108185	1
chr1	108197	1
chr1	108330	1
chr1	108379	1
chr1	108506	1
chr1	108525	1
chr1	108609	1
chr1	108613	1
chr1	108636	1
chr1	108648	1
chr1	108745	1
chr1	108837	1
chr1	108876	1
chr1	108897	1
chr1	108918	1
chr1	108972	1
chr1	109014	1
chr1	109018	1
chr1	109045	1
chr1	109075	1
chr1	109138	1
chr1	109275	0
chr1	109292	0
chr1	109295	0
chr1	109314	0
chr1	109348	0
chr1	109379	0
chr1	109441	0
chr1	109497	0
chr1	109556	0
chr1	109764	0
chr1	109778	0
chr1	109859	0
chr1	109892	0
chr1	109935	0
chr1	109981	0
chr1	109993	0
chr1	110075	0
chr1	110080	0
chr1	110160	0
chr1	110258	0
chr1	110317	0
chr1	110327	0
chr1	110358	0
chr1	110387	0
chr1	110399	1
chr1	110438	1
chr1	110445	1
chr1	110494	1
chr1	110883	1
chr1	111057	1
chr1	111181	1
chr1	111252	1
chr1	111293	1
chr1	111306	1
chr1	111374	1
chr1	111408	1
chr1	111684	0
chr1	111719	0
chr1	111743	0
chr1	111764	0
chr1	111765	0
chr1	111773	0
chr1	111873	0
chr1	111877	0
chr1	111903	0
chr1	111977	0
chr1	111980	0
chr1	112006	0
chr1	112092	0
chr1	112106	0
chr1	112118	0
chr1	112173	0
chr1	112285	0
chr1	112409	0
chr1	112428	0
chr1	112465	0
chr1	112623	0
chr1	112626	0
chr1	112778	0
chr1	112828	0
chr1	112892	0
chr1	112894	0
chr1	112949	0
chr1	113045	0
chr1	113050	0
chr1	113084	0
chr1	113180	0
chr1	113330	0
chr1	113408	0
chr1	113441	0
chr1	113576	0
chr1	113613	0
chr1	113619	0
chr1	113731	0
chr1	113764	0
chr1	113890	0
chr1	113948	0
chr1	113989	0
chr1	114018	0
chr1	114049	0
chr1	114088	0
chr1	114091	0
chr1	114122	0
chr1	114147	0
chr1	114269	0
chr1	114414	0
chr1	114434	0
chr1	114562	0
chr1	114584	0
chr1	114720	0
chr1	114812	0
chr1	114861	0
chr1	114954	0
chr1	115076	0
chr1	115101	0
chr1	115153	0
chr1	115330	0
chr1	115439	0
chr1	115492	0
chr1	115504	0
chr1	115508	0
chr1	115522	0
chr1	115526	0
chr1	115604	0
chr1	115645	0
chr1	115739	0
chr1	115770	0
chr1	115839	0
chr1	115934	0
chr1	115947	0
chr1	115970	0
chr1	116009	0
chr1	116011	0
chr1	116013	0
chr1	116052	0
chr1	116172	0
chr1	116213	0
chr1	116245	0
chr1	116376	0
chr1	116549	0
chr1	116616	0
chr1	116765	0
chr1	116946	1
chr1	117029	1
chr1	117042	1
chr1	117108	1
chr1	117185	1
chr1	117207	0
chr1	117278	0
chr1	117404	0
chr1	117418	0
chr1	117488	0
chr1	117511	0
chr1	117556	0
chr1	117559	0
chr1	117593	0
chr1	117626	0
chr1	117686	0
chr1	117707	0
chr1	117794	0
chr1	117803	0
chr1	117817	0
chr1	117954	0
chr1	118177	0
chr1	118203	0
chr1	118214	0
chr1	118255	0
chr1	118297	0
chr1	118299	0
chr1	118336	0
chr1	118401	0
chr1	118445	0
chr1	118450	0
chr1	118507	0
chr1	118523	0
chr1	118707	0
chr1	118760	0
chr1	118768	0
chr1	118836	0
chr1	118882	0
chr1	118946	0
chr1	118999	0
chr1	119107	0
chr1	119109	0
chr1	119115	0
chr1	119144	0
chr1	119154	0
chr1	119214	1
chr1	119249	1
chr1	119256	1
chr1	119318	1
chr1	119388	1
chr1	119393	1
chr1	119475	1
chr1	119521	1
chr1	119530	1
chr1	119546	1
chr1	119595	1
chr1	119613	1
chr1	119660	1
chr1	119665	1
chr1	119674	1
chr1	119735	1
chr1	119751	1
chr1	119820	1
chr1	119821	1
chr1	119963	0
chr1	119980	0
chr1	120108	0
chr1	120292	0
chr1	120342	0
chr1	120495	0
chr1	120642	0
chr1	120644	0
chr1	120688	0
chr1	120719	0
chr1	120731	0
chr1	120826	0
chr1	120833	0
chr1	120914	0
chr1	120932	0
chr1	120935	0
chr1	120939	0
chr1	120973	0
chr1	121017	0
chr1	121034	0
chr1	121054	0
chr1	121062	0
chr1	121132	0
chr1	121135	0
chr1	121284	0
chr1	121349	0
chr1	121399	0
chr1	121428	0
chr1	121436	0
chr1	121510	0
chr1	121516	0
chr1	121562	0
chr1	121757	0
chr1	121772	0
chr1	121858	0
chr1	121943	0
chr1	121954	0
chr1	122049	0
chr1	122123	0
chr1	122255	0
chr1	122353	0
chr1	122365	0
chr1	122437	0
chr1	122458	0
chr1	122469	0
chr1	122474	0
chr1	122475	0
chr1	122481	0
chr1	122490	0
chr1	122496	0
chr1	122536	0
chr1	122554	0
chr1	122597	0
chr1	122605	0
chr1	122654	0
chr1	122659	0
chr1	122716	0
chr1	122721	0
chr1	122771	0
chr1	122817	0
chr1	122825	0
chr1	122841	0
chr1	122874	0
chr1	122929	0
chr1	123094	0
chr1	123205	0
chr1	123230	0
chr1	123256	0
chr1	123368	0
chr1	123491	1
chr1	123513	1
chr1	123533	1
chr1	123541	1
chr1	123548	1
chr1	123570	1
chr1	123630	1
chr1	123674	1
chr1	123717	1
chr1	123737	1
chr1	123750	1
chr1	123753	1
chr1	123766	1
chr1	123786	1
chr1	123792	1
chr1	123810	1
chr1	123821	1
chr1	123843	1
chr1	123877	1
chr1	123962	1
chr1	124008	1
chr1	124019	1
chr1	124042	1
chr1	124148	0
chr1	124164	0
chr1	124187	0
chr1	124230	0
chr1	124302	0
chr1	124504	0
chr1	124556	0
chr1	124557	0
chr1	124567	0
chr1	124573	0
chr1	124592	0
chr1	124690	0
chr1	124732	0
chr1	124762	0
chr1	124777	0
chr1	124831	0
chr1	124845	0
chr1	124875	0
chr1	124930	0
chr1	124972	0
chr1	124999	0
chr1	125010	0
chr1	125042	0
chr1	125061	0
chr1	125109	0
chr1	125121	0
chr1	125195	0
chr1	125264	0
chr1	125412	0
chr1	125441	0
chr1	125456	0
chr1	125457	0
chr1	125479	0
chr1	125563	0
chr1	125583	0
chr1	125666	0
chr1	125778	0
chr1	125791	0
chr1	125928	0
chr1	125982	0
chr1	126059	0
chr1	126101	0
chr1	126108	0
chr1	126122	0
chr1	126207	0
chr1	126249	0
chr1	126283	0
chr1	126310	0
chr1	126345	0
chr1	126414	0
chr1	126461	0
chr1	126492	0
chr1	126559	0
chr1	126657	0
chr1	126721	0
chr1	126857	0
chr1	126874	0
chr1	126933	0
chr1	126946	0
chr1	126967	0
chr1	127032	0
chr1	127107	0
chr1	127191	0
chr1	127308	0
chr1	127364	0
chr1	127404	0
chr1	127456	0
chr1	127571	0
chr1	127585	0
chr1	127610	0
chr1	127619	0
chr1	127623	0
chr1	127687	0
chr1	127691	0
chr1	127763	0
chr1	127786	0
chr1	127790	0
chr1	127804	0
chr1	127842	0
chr1	127857	0
chr1	127951	0
chr1	127962	0
chr1	127990	0
chr1	127991	0
chr1	128104	0
chr1	128110	0
chr1	128142	0
chr1	128190	0
chr1	128266	0
chr1	128319	0
chr1	128321	0
chr1	128338	0
chr1	128351	0
chr1	128373	0
chr1	128470	0
chr1	128531	0
chr1	128589	0
chr1	128659	0
chr1	128759	0
chr1	128779	0
chr1	128798	0
chr1	128808	0
chr1	128862	0
chr1	128880	0
chr1	128885	0
chr1	128890	0
chr1	128895	0
chr1	128906	0
chr1	128913	0
chr1	128947	0
chr1	129014	0
chr1	129074	0
chr1	129096	0
chr1	129128	0
chr1	129136	0
chr1	129212	0
chr1	129322	0
chr1	129350	0
chr1	129384	0
chr1	129532	0
chr1	129539	0
chr1	129740	0
chr1	129752	0
chr1	129776	0
chr1	129928	0
chr1	129959	0
chr1	130002	0
chr1	130235	0
chr1	130383	0
chr1	130426	0
chr1	130624	0
chr1	130652	0
chr1	130683	0
chr1	130755	0
chr1	130807	0
chr1	130822	0
chr1	130879	0
chr1	130913	0
chr1	131040	0
chr1	131084	0
chr1	131094	0
chr1	131102	0
chr1	131116	0
chr1	131212	0
chr1	131213	0
chr1	131281	0
chr1	131318	0
chr1	131400	0
chr1	131435	0
chr1	131475	0
chr1	131631	0
chr1	131661	0
chr1	131667	0
chr1	131713	0
chr1	131717	0
chr1	131852	0
chr1	131934	0
chr1	131987	0
chr1	131990	0
chr1	131993	0
chr1	132026	0
chr1	132095	0
chr1	132128	0
chr1	132147	0
chr1	132161	0
chr1	132189	0
chr1	132265	0
chr1	132306	0
chr1	132340	0
chr1	132366	0
chr1	132395	0
chr1	132472	0
chr1	132502	0
chr1	132556	0
chr1	132601	0
chr1	132610	0
chr1	132674	0
chr1	132686	0
chr1	132876	0
chr1	132920	0
chr1	132981	0
chr1	133008	0
chr1	133171	0
chr1	133296	1
chr1	133308	1
chr1	133348	1
chr1	133381	1
chr1	133501	1
chr1	133514	1
chr1	133526	1
chr1	133602	1
chr1	133646	1
chr1	133688	1
chr1	133759	1
chr1	133828	1
chr1	133851	1
chr1	134023	1
chr1	134034	1
chr1	134060	1
chr1	134066	1
chr1	134095	1
chr1	134187	0
chr1	134375	1
chr1	134678	0
chr1	134682	0
chr1	134903	0
chr1	134957	0
chr1	135040	0
chr1	135087	0
chr1	135112	0
chr1	135159	0
chr1	135267	0
chr1	135336	0
chr1	135343	0
chr1	135348	0
chr1	135349	0
chr1	135390	0
chr1	135601	0
chr1	135630	0
chr1	135660	0
chr1	135710	0
chr1	135833	0
chr1	135856	0
chr1	135859	0
chr1	135971	0
chr1	135987	0
chr1	136007	0
chr1	136021	0
chr1	136046	0
chr1	136131	0
chr1	136223	0
chr1	136303	0
chr1	136307	0
chr1	136338	0
chr1	136349	0
chr1	136367	0
chr1	136386	0
chr1	136437	0
chr1	136519	0
chr1	136539	0
chr1	136631	0
chr1	136632	0
chr1	136667	0
chr1	136803	0
chr1	136825	0
chr1	136860	0
chr1	136866	0
chr1	136899	0
chr1	136949	0
chr1	137009	0
chr1	137095	0
chr1	137199	0
chr1	137229	0
chr1	137248	0
chr1	137260	0
chr1	137283	0
chr1	137302	0
chr1	137317	0
chr1	137356	0
chr1	137360	0
chr1	137363	0
chr1	137389	0
chr1	137404	0
chr1	137407	0
chr1	137683	0
chr1	137686	0
chr1	137688	0
chr1	137739	0
chr1	137818	0
chr1	137847	0
chr1	137865	0
chr1	137871	0
chr1	137944	0
chr1	137951	0
chr1	137982	0
chr1	138004	0
chr1	138084	0
chr1	138183	0
chr1	138204	0
chr1	138239	0
chr1	138380	0
chr1	138383	0
chr1	138475	0
chr1	138522	0
chr1	138561	0
chr1	138713	0
chr1	138731	0
chr1	138782	0
chr1	138785	0
chr1	138827	0
chr1	138934	0
chr1	139019	0
chr1	139042	0
chr1	139071	0
chr1	139107	0
chr1	139112	0
chr1	139173	0
chr1	139269	0
chr1	139277	0
chr1	139351	0
chr1	139465	0
chr1	139483	0
chr1	139535	0
chr1	139571	0
chr1	139586	0
chr1	139744	0
chr1	139825	0
chr1	139847	0
chr1	140000	0
chr1	140013	0
chr1	140028	0
chr1	140071	0
chr1	140193	0
chr1	140219	0
chr1	140288	0
chr1	140332	0
chr1	140363	0
chr1	140507	0
chr1	140580	0
chr1	140667	0
chr1	140696	0
chr1	140700	0
chr1	140707	0
chr1	140762	0
chr1	140786	0
chr1	140799	0
chr1	140836	0
chr1	140961	0
chr1	140966	0
chr1	140990	0
chr1	141083	0
chr1	141111	0
chr1	141119	0
chr1	141328	0
chr1	141378	0
chr1	141457	0
chr1	141651	0
chr1	141666	0
chr1	141677	0
chr1	141726	0
chr1	141740	0
chr1	141756	0
chr1	141806	0
chr1	141926	0
chr1	141974	0
chr1	142012	0
chr1	142013	0
chr1	142086	0
chr1	142115	0
chr1	142205	0
chr1	142215	0
chr1	142231	0
chr1	142239	0
chr1	142379	0
chr1	142449	0
chr1	142585	0
chr1	142603	0
chr1	142683	0
chr1	142700	0
chr1	142753	0
chr1	142776	0
chr1	142848	0
chr1	142884	0
chr1	142901	0
chr1	142928	0
chr1	142979	0
chr1	143083	0
chr1	143120	0
chr1	143170	0
chr1	143227	0
chr1	143289	0
chr1	143469	0
chr1	143508	0
chr1	143557	0
chr1	143724	0
chr1	143745	0
chr1	143796	0
chr1	143816	0
chr1	143886	0
chr1	143982	0
chr1	144051	0
chr1	144120	0
chr1	144165	0
chr1	144219	0
chr1	144239	0
chr1	144254	0
chr1	144322	0
chr1	144326	0
chr1	144384	0
chr1	144394	0
chr1	144555	0
chr1	144599	0
chr1	144632	0
chr1	144708	0
chr1	144709	0
chr1	144804	0
chr1	144829	0
chr1	144875	0
chr1	144894	0
chr1	144902	0
chr1	144927	0
chr1	144971	0
chr1	144988	0
chr1	145022	0
chr1	145028	0
chr1	145048	0
chr1	145049	0
chr1	145053	0
chr1	145098	0
chr1	145237	0
chr1	145284	0
chr1	145347	0
chr1	145375	0
chr1	145389	0
chr1	145451	0
chr1	145459	0
chr1	145478	0
chr1	145576	0
chr1	145621	0
chr1	145672	0
chr1	145766	0
chr1	145782	0
chr1	145800	0
chr1	145831	0
chr1	145872	0
chr1	145967	0
chr1	146058	0
chr1	146074	0
chr1	146197	0
chr1	146307	0
chr1	146365	0
chr1	146411	0
chr1	146417	0
chr1	146450	0
chr1	146546	0
chr1	146560	0
chr1	146689	0
chr1	146775	0
chr1	146799	0
chr1	146848	0
chr1	146948	0
chr1	147064	0
chr1	147096	0
chr1	147104	0
chr1	147173	0
chr1	147209	0
chr1	147221	0
chr1	147251	0
chr1	147252	0
chr1	147276	0
chr1	147295	0
chr1	147300	0
chr1	147358	0
chr1	147383	0
chr1	147422	0
chr1	147428	0
chr1	147433	0
chr1	147459	0
chr1	147468	0
chr1	147536	0
chr1	147577	0
chr1	147620	0
chr1	147625	0
chr1	147650	0
chr1	147685	0
chr1	147724	0
chr1	147741	0
chr1	147773	0
chr1	147853	0
chr1	147940	0
chr1	148011	0
chr1	148082	0
chr1	148134	0
chr1	148167	0
chr1	148173	0
chr1	148215	0
chr1	148234	0
chr1	148296	0
chr1	148432	0
chr1	148451	0
chr1	148584	0
chr1	148743	0
chr1	148769	0
chr1	148795	0
chr1	148900	0
chr1	148998	0
chr1	149005	0
chr1	149092	0
chr1	149115	0
chr1	149162	0
chr1	149224	0
chr1	149244	0
chr1	149273	0
chr1	149327	0
chr1	149335	0
chr1	149348	0
chr1	149360	0
chr1	149433	0
chr1	149468	0
chr1	149541	0
chr1	149603	0
chr1	149618	0
chr1	149643	0
chr1	149644	0
chr1	149680	0
chr1	149699	0
chr1	149708	0
chr1	149737	0
chr1	149781	0
chr1	150036	0
chr1	150081	0
chr1	150111	0
chr1	150242	0
chr1	150297	0
chr1	150328	0
chr1	150367	0
chr1	150375	0
chr1	150393	0
chr1	150458	0
chr1	150464	0
chr1	150506	0
chr1	150549	0
chr1	150574	0
chr1	150634	0
chr1	150668	0
chr1	150778	0
chr1	150798	0
chr1	150836	0
chr1	150855	0
chr1	150876	0
chr1	150905	0
chr1	150912	0
chr1	150928	0
chr1	150998	0
chr1	151010	0
chr1	151090	1
chr1	151185	1
chr1	151189	1
chr1	151218	1
chr1	151366	1
chr1	151455	1
chr1	151459	1
chr1	151608	1
chr1	151614	1
chr1	151747	1
chr1	151779	1
chr1	151828	1
chr1	151872	1
chr1	151892	1
chr1	151922	1
chr1	151923	1
chr1	151929	1
chr1	151934	1
chr1	152035	1
chr1	152038	1
chr1	152235	0
chr1	152285	0
chr1	152355	0
chr1	152363	0
chr1	152370	0
chr1	152476	0
chr1	152525	0
chr1	152539	0
chr1	152565	0
chr1	152597	0
chr1	152601	0
chr1	152673	0
chr1	152897	0
chr1	152907	0
chr1	152910	0
chr1	152946	0
chr1	152948	0
chr1	152970	0
chr1	152983	0
chr1	152990	0
chr1	153006	0
chr1	153033	0
chr1	153034	0
chr1	153057	0
chr1	153068	0
chr1	153186	0
chr1	153217	0
chr1	153222	0
chr1	153244	0
chr1	153289	0
chr1	153311	0
chr1	153408	0
chr1	153436	0
chr1	153542	0
chr1	153544	0
chr1	153583	0
chr1	153618	0
chr1	153619	0
chr1	153720	0
chr1	153727	0
chr1	153745	0
chr1	153825	0
chr1	153909	0
chr1	153945	0
chr1	153985	0
chr1	154030	0
chr1	154060	0
chr1	154350	0
chr1	154361	0
chr1	154400	0
chr1	154436	0
chr1	154468	0
chr1	154497	0
chr1	154530	0
chr1	154575	0
chr1	154585	0
chr1	154681	0
chr1	154753	0
chr1	154791	0
chr1	154832	0
chr1	154964	0
chr1	155069	0
chr1	155080	0
chr1	155126	0
chr1	155134	0
chr1	155145	0
chr1	155154	0
chr1	155165	0
chr1	155205	0
chr1	155224	0
chr1	155450	0
chr1	155461	0
chr1	155477	0
chr1	155614	0
chr1	155627	0
chr1	155672	0
chr1	155735	0
chr1	155775	0
chr1	155785	0
chr1	155830	0
chr1	155851	0
chr1	155893	0
chr1	156002	0
chr1	156010	0
chr1	156042	0
chr1	156154	0
chr1	156182	0
chr1	156184	0
chr1	156230	0
chr1	156304	0
chr1	156321	0
chr1	156388	0
chr1	156391	0
chr1	156427	0
chr1	156520	0
chr1	156641	0
chr1	156768	0
chr1	156785	0
chr1	156849	0
chr1	156915	0
chr1	156988	0
chr1	157008	0
chr1	157117	0
chr1	157252	0
chr1	157329	0
chr1	157361	0
chr1	157383	0
chr1	157429	0
chr1	157536	0
chr1	157538	0
chr1	157618	0
chr1	157665	0
chr1	157687	0
chr1	157723	0
chr1	157733	0
chr1	157892	0
chr1	157954	0
chr1	158104	0
chr1	158127	0
chr1	158136	0
chr1	158141	0
chr1	158146	0
chr1	158149	0
chr1	158194	0
chr1	158258	0
chr1	158312	0
chr1	158316	0
